tf,dir,retrace,stop,sep_min,sep_max,is_trades,is_pf,passed_is,oos_fwd_pf,oos_fwd_trades,oos_back_pf,oos_back_trades,pf_wo_best,top1_share,worst_trade_pct
4h,both,1.0,1.0xATR,0.5,0.0,239,0.996,False,,,,,,,
4h,both,1.0,1.0xATR,0.5,10.0,154,0.961,False,,,,,,,
4h,both,1.0,1.0xATR,0.5,20.0,224,1.001,True,0.745,293.0,0.024,272.0,0.855,2.8,-6.59
4h,both,1.0,1.0xATR,2.0,0.0,202,1.017,True,0.704,231.0,0.086,210.0,0.849,4.1,-7.88
4h,both,1.0,1.0xATR,2.0,10.0,117,1.009,True,0.909,189.0,0.022,162.0,0.93,2.4,-4.73
4h,both,1.0,1.0xATR,2.0,20.0,187,1.027,True,0.751,226.0,0.038,192.0,0.875,3.0,-6.59
4h,both,1.0,2.0xATR,0.5,0.0,190,0.858,False,,,,,,,
4h,both,1.0,2.0xATR,0.5,10.0,126,0.853,False,,,,,,,
4h,both,1.0,2.0xATR,0.5,20.0,181,0.784,False,,,,,,,
4h,both,1.0,2.0xATR,2.0,0.0,162,0.86,False,,,,,,,
4h,both,1.0,2.0xATR,2.0,10.0,98,0.859,False,,,,,,,
4h,both,1.0,2.0xATR,2.0,20.0,153,0.785,False,,,,,,,
4h,both,1.0,3.0xATR,0.5,0.0,156,0.873,False,,,,,,,
4h,both,1.0,3.0xATR,0.5,10.0,109,0.883,False,,,,,,,
4h,both,1.0,3.0xATR,0.5,20.0,149,0.794,False,,,,,,,
4h,both,1.0,3.0xATR,2.0,0.0,130,0.877,False,,,,,,,
4h,both,1.0,3.0xATR,2.0,10.0,83,0.894,False,,,,,,,
4h,both,1.0,3.0xATR,2.0,20.0,123,0.797,False,,,,,,,
4h,both,1.0,3.0%,0.5,0.0,226,0.942,False,,,,,,,
4h,both,1.0,3.0%,0.5,10.0,133,0.887,False,,,,,,,
4h,both,1.0,3.0%,0.5,20.0,201,0.969,False,,,,,,,
4h,both,1.0,3.0%,2.0,0.0,199,0.947,False,,,,,,,
4h,both,1.0,3.0%,2.0,10.0,106,0.895,False,,,,,,,
4h,both,1.0,3.0%,2.0,20.0,174,0.976,False,,,,,,,
4h,both,1.0,5.0%,0.5,0.0,184,0.871,False,,,,,,,
4h,both,1.0,5.0%,0.5,10.0,113,0.856,False,,,,,,,
4h,both,1.0,5.0%,0.5,20.0,167,0.877,False,,,,,,,
4h,both,1.0,5.0%,2.0,0.0,158,0.878,False,,,,,,,
4h,both,1.0,5.0%,2.0,10.0,87,0.871,False,,,,,,,
4h,both,1.0,5.0%,2.0,20.0,141,0.885,False,,,,,,,
1d,long only,0.25,1.0xATR,0.5,0.0,13,1.676,False,,,,,,,
1d,long only,0.25,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.25,1.0xATR,0.5,20.0,7,0.84,False,,,,,,,
1d,long only,0.25,1.0xATR,2.0,0.0,12,1.684,False,,,,,,,
1d,long only,0.25,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.25,1.0xATR,2.0,20.0,6,0.849,False,,,,,,,
1d,long only,0.25,2.0xATR,0.5,0.0,12,1.038,False,,,,,,,
1d,long only,0.25,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.25,2.0xATR,0.5,20.0,6,0.708,False,,,,,,,
1d,long only,0.25,2.0xATR,2.0,0.0,11,1.041,False,,,,,,,
1d,long only,0.25,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.25,2.0xATR,2.0,20.0,5,0.714,False,,,,,,,
1d,long only,0.25,3.0xATR,0.5,0.0,10,1.04,False,,,,,,,
1d,long only,0.25,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.25,3.0xATR,0.5,20.0,5,0.68,False,,,,,,,
1d,long only,0.25,3.0xATR,2.0,0.0,9,1.043,False,,,,,,,
1d,long only,0.25,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.25,3.0xATR,2.0,20.0,4,0.686,False,,,,,,,
1d,long only,0.25,3.0%,0.5,0.0,15,1.367,False,,,,,,,
1d,long only,0.25,3.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.25,3.0%,0.5,20.0,8,0.42,False,,,,,,,
1d,long only,0.25,3.0%,2.0,0.0,14,1.372,False,,,,,,,
1d,long only,0.25,3.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.25,3.0%,2.0,20.0,7,0.422,False,,,,,,,
1d,long only,0.25,5.0%,0.5,0.0,14,1.193,False,,,,,,,
1d,long only,0.25,5.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.25,5.0%,0.5,20.0,8,0.451,False,,,,,,,
1d,long only,0.25,5.0%,2.0,0.0,13,1.197,False,,,,,,,
1d,long only,0.25,5.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.25,5.0%,2.0,20.0,7,0.453,False,,,,,,,
1d,long only,0.5,1.0xATR,0.5,0.0,13,2.286,False,,,,,,,
1d,long only,0.5,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.5,1.0xATR,0.5,20.0,7,0.775,False,,,,,,,
1d,long only,0.5,1.0xATR,2.0,0.0,12,2.295,False,,,,,,,
1d,long only,0.5,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.5,1.0xATR,2.0,20.0,6,0.78,False,,,,,,,
1d,long only,0.5,2.0xATR,0.5,0.0,12,1.361,False,,,,,,,
1d,long only,0.5,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.5,2.0xATR,0.5,20.0,6,0.536,False,,,,,,,
1d,long only,0.5,2.0xATR,2.0,0.0,11,1.364,False,,,,,,,
1d,long only,0.5,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.5,2.0xATR,2.0,20.0,5,0.539,False,,,,,,,
1d,long only,0.5,3.0xATR,0.5,0.0,10,1.266,False,,,,,,,
1d,long only,0.5,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.5,3.0xATR,0.5,20.0,5,0.431,False,,,,,,,
1d,long only,0.5,3.0xATR,2.0,0.0,9,1.269,False,,,,,,,
1d,long only,0.5,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.5,3.0xATR,2.0,20.0,4,0.433,False,,,,,,,
1d,long only,0.5,3.0%,0.5,0.0,15,2.473,False,,,,,,,
1d,long only,0.5,3.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.5,3.0%,0.5,20.0,8,0.85,False,,,,,,,
1d,long only,0.5,3.0%,2.0,0.0,14,2.482,False,,,,,,,
1d,long only,0.5,3.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.5,3.0%,2.0,20.0,7,0.855,False,,,,,,,
1d,long only,0.5,5.0%,0.5,0.0,14,1.716,False,,,,,,,
1d,long only,0.5,5.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.5,5.0%,0.5,20.0,8,0.52,False,,,,,,,
1d,long only,0.5,5.0%,2.0,0.0,13,1.72,False,,,,,,,
1d,long only,0.5,5.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.5,5.0%,2.0,20.0,7,0.522,False,,,,,,,
1d,long only,0.75,1.0xATR,0.5,0.0,13,3.389,False,,,,,,,
1d,long only,0.75,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.75,1.0xATR,0.5,20.0,7,1.159,False,,,,,,,
1d,long only,0.75,1.0xATR,2.0,0.0,12,3.402,False,,,,,,,
1d,long only,0.75,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.75,1.0xATR,2.0,20.0,6,1.167,False,,,,,,,
1d,long only,0.75,2.0xATR,0.5,0.0,12,2.018,False,,,,,,,
1d,long only,0.75,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.75,2.0xATR,0.5,20.0,6,0.803,False,,,,,,,
1d,long only,0.75,2.0xATR,2.0,0.0,11,2.022,False,,,,,,,
1d,long only,0.75,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.75,2.0xATR,2.0,20.0,5,0.806,False,,,,,,,
1d,long only,0.75,3.0xATR,0.5,0.0,10,1.88,False,,,,,,,
1d,long only,0.75,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.75,3.0xATR,0.5,20.0,5,0.646,False,,,,,,,
1d,long only,0.75,3.0xATR,2.0,0.0,9,1.884,False,,,,,,,
1d,long only,0.75,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.75,3.0xATR,2.0,20.0,4,0.648,False,,,,,,,
1d,long only,0.75,3.0%,0.5,0.0,15,3.673,False,,,,,,,
1d,long only,0.75,3.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.75,3.0%,0.5,20.0,8,1.281,False,,,,,,,
1d,long only,0.75,3.0%,2.0,0.0,14,3.687,False,,,,,,,
1d,long only,0.75,3.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.75,3.0%,2.0,20.0,7,1.289,False,,,,,,,
1d,long only,0.75,5.0%,0.5,0.0,14,2.549,False,,,,,,,
1d,long only,0.75,5.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,0.75,5.0%,0.5,20.0,8,0.784,False,,,,,,,
1d,long only,0.75,5.0%,2.0,0.0,13,2.555,False,,,,,,,
1d,long only,0.75,5.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,0.75,5.0%,2.0,20.0,7,0.787,False,,,,,,,
1d,long only,1.0,1.0xATR,0.5,0.0,13,2.41,False,,,,,,,
1d,long only,1.0,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,1.0,1.0xATR,0.5,20.0,7,0.583,False,,,,,,,
1d,long only,1.0,1.0xATR,2.0,0.0,12,2.416,False,,,,,,,
1d,long only,1.0,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,1.0,1.0xATR,2.0,20.0,6,0.586,False,,,,,,,
1d,long only,1.0,2.0xATR,0.5,0.0,11,1.638,False,,,,,,,
1d,long only,1.0,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,1.0,2.0xATR,0.5,20.0,6,0.364,False,,,,,,,
1d,long only,1.0,2.0xATR,2.0,0.0,10,1.641,False,,,,,,,
1d,long only,1.0,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,1.0,2.0xATR,2.0,20.0,5,0.365,False,,,,,,,
1d,long only,1.0,3.0xATR,0.5,0.0,9,1.331,False,,,,,,,
1d,long only,1.0,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,1.0,3.0xATR,0.5,20.0,5,0.273,False,,,,,,,
1d,long only,1.0,3.0xATR,2.0,0.0,8,1.334,False,,,,,,,
1d,long only,1.0,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,1.0,3.0xATR,2.0,20.0,4,0.274,False,,,,,,,
1d,long only,1.0,3.0%,0.5,0.0,15,2.964,False,,,,,,,
1d,long only,1.0,3.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,1.0,3.0%,0.5,20.0,8,0.858,False,,,,,,,
1d,long only,1.0,3.0%,2.0,0.0,14,2.973,False,,,,,,,
1d,long only,1.0,3.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,1.0,3.0%,2.0,20.0,7,0.862,False,,,,,,,
1d,long only,1.0,5.0%,0.5,0.0,14,1.995,False,,,,,,,
1d,long only,1.0,5.0%,0.5,10.0,2,0.0,False,,,,,,,
1d,long only,1.0,5.0%,0.5,20.0,8,0.524,False,,,,,,,
1d,long only,1.0,5.0%,2.0,0.0,13,1.999,False,,,,,,,
1d,long only,1.0,5.0%,2.0,10.0,1,0.0,False,,,,,,,
1d,long only,1.0,5.0%,2.0,20.0,7,0.526,False,,,,,,,
1d,both,0.25,1.0xATR,0.5,0.0,36,2.195,False,,,,,,,
1d,both,0.25,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.25,1.0xATR,0.5,20.0,15,1.428,False,,,,,,,
1d,both,0.25,1.0xATR,2.0,0.0,34,2.2,False,,,,,,,
1d,both,0.25,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.25,1.0xATR,2.0,20.0,13,1.441,False,,,,,,,
1d,both,0.25,2.0xATR,0.5,0.0,33,1.863,False,,,,,,,
1d,both,0.25,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.25,2.0xATR,0.5,20.0,13,1.748,False,,,,,,,
1d,both,0.25,2.0xATR,2.0,0.0,31,1.866,False,,,,,,,
1d,both,0.25,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.25,2.0xATR,2.0,20.0,11,1.766,False,,,,,,,
1d,both,0.25,3.0xATR,0.5,0.0,28,2.094,False,,,,,,,
1d,both,0.25,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.25,3.0xATR,0.5,20.0,12,1.681,False,,,,,,,
1d,both,0.25,3.0xATR,2.0,0.0,26,2.099,False,,,,,,,
1d,both,0.25,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.25,3.0xATR,2.0,20.0,10,1.698,False,,,,,,,
1d,both,0.25,3.0%,0.5,0.0,41,1.644,True,1.448,54.0,0.186,37.0,1.464,5.3,-3.18
1d,both,0.25,3.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.25,3.0%,0.5,20.0,16,0.739,False,,,,,,,
1d,both,0.25,3.0%,2.0,0.0,39,1.647,False,,,,,,,
1d,both,0.25,3.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.25,3.0%,2.0,20.0,14,0.743,False,,,,,,,
1d,both,0.25,5.0%,0.5,0.0,38,1.871,False,,,,,,,
1d,both,0.25,5.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.25,5.0%,0.5,20.0,16,0.834,False,,,,,,,
1d,both,0.25,5.0%,2.0,0.0,36,1.874,False,,,,,,,
1d,both,0.25,5.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.25,5.0%,2.0,20.0,14,0.838,False,,,,,,,
1d,both,0.5,1.0xATR,0.5,0.0,32,1.26,False,,,,,,,
1d,both,0.5,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.5,1.0xATR,0.5,20.0,14,0.442,False,,,,,,,
1d,both,0.5,1.0xATR,2.0,0.0,30,1.262,False,,,,,,,
1d,both,0.5,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.5,1.0xATR,2.0,20.0,12,0.443,False,,,,,,,
1d,both,0.5,2.0xATR,0.5,0.0,29,1.022,False,,,,,,,
1d,both,0.5,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.5,2.0xATR,0.5,20.0,12,0.288,False,,,,,,,
1d,both,0.5,2.0xATR,2.0,0.0,27,1.023,False,,,,,,,
1d,both,0.5,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.5,2.0xATR,2.0,20.0,10,0.288,False,,,,,,,
1d,both,0.5,3.0xATR,0.5,0.0,25,0.992,False,,,,,,,
1d,both,0.5,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.5,3.0xATR,0.5,20.0,11,0.206,False,,,,,,,
1d,both,0.5,3.0xATR,2.0,0.0,23,0.993,False,,,,,,,
1d,both,0.5,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.5,3.0xATR,2.0,20.0,9,0.206,False,,,,,,,
1d,both,0.5,3.0%,0.5,0.0,38,1.578,False,,,,,,,
1d,both,0.5,3.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.5,3.0%,0.5,20.0,15,0.644,False,,,,,,,
1d,both,0.5,3.0%,2.0,0.0,36,1.581,False,,,,,,,
1d,both,0.5,3.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.5,3.0%,2.0,20.0,13,0.646,False,,,,,,,
1d,both,0.5,5.0%,0.5,0.0,34,1.368,False,,,,,,,
1d,both,0.5,5.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.5,5.0%,0.5,20.0,15,0.395,False,,,,,,,
1d,both,0.5,5.0%,2.0,0.0,32,1.37,False,,,,,,,
1d,both,0.5,5.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.5,5.0%,2.0,20.0,13,0.396,False,,,,,,,
1d,both,0.75,1.0xATR,0.5,0.0,31,1.374,False,,,,,,,
1d,both,0.75,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.75,1.0xATR,0.5,20.0,14,0.663,False,,,,,,,
1d,both,0.75,1.0xATR,2.0,0.0,29,1.376,False,,,,,,,
1d,both,0.75,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.75,1.0xATR,2.0,20.0,12,0.665,False,,,,,,,
1d,both,0.75,2.0xATR,0.5,0.0,28,1.139,False,,,,,,,
1d,both,0.75,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.75,2.0xATR,0.5,20.0,12,0.432,False,,,,,,,
1d,both,0.75,2.0xATR,2.0,0.0,26,1.14,False,,,,,,,
1d,both,0.75,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.75,2.0xATR,2.0,20.0,10,0.433,False,,,,,,,
1d,both,0.75,3.0xATR,0.5,0.0,23,1.233,False,,,,,,,
1d,both,0.75,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.75,3.0xATR,0.5,20.0,11,0.309,False,,,,,,,
1d,both,0.75,3.0xATR,2.0,0.0,21,1.234,False,,,,,,,
1d,both,0.75,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.75,3.0xATR,2.0,20.0,9,0.309,False,,,,,,,
1d,both,0.75,3.0%,0.5,0.0,38,1.382,False,,,,,,,
1d,both,0.75,3.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.75,3.0%,0.5,20.0,15,0.971,False,,,,,,,
1d,both,0.75,3.0%,2.0,0.0,36,1.384,False,,,,,,,
1d,both,0.75,3.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.75,3.0%,2.0,20.0,13,0.975,False,,,,,,,
1d,both,0.75,5.0%,0.5,0.0,33,1.504,False,,,,,,,
1d,both,0.75,5.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,0.75,5.0%,0.5,20.0,15,0.596,False,,,,,,,
1d,both,0.75,5.0%,2.0,0.0,31,1.506,False,,,,,,,
1d,both,0.75,5.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,0.75,5.0%,2.0,20.0,13,0.597,False,,,,,,,
1d,both,1.0,1.0xATR,0.5,0.0,31,1.208,False,,,,,,,
1d,both,1.0,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,1.0,1.0xATR,0.5,20.0,14,0.51,False,,,,,,,
1d,both,1.0,1.0xATR,2.0,0.0,29,1.209,False,,,,,,,
1d,both,1.0,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,1.0,1.0xATR,2.0,20.0,12,0.511,False,,,,,,,
1d,both,1.0,2.0xATR,0.5,0.0,27,1.068,False,,,,,,,
1d,both,1.0,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,1.0,2.0xATR,0.5,20.0,12,0.319,False,,,,,,,
1d,both,1.0,2.0xATR,2.0,0.0,25,1.069,False,,,,,,,
1d,both,1.0,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,1.0,2.0xATR,2.0,20.0,10,0.32,False,,,,,,,
1d,both,1.0,3.0xATR,0.5,0.0,22,1.029,False,,,,,,,
1d,both,1.0,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,
1d,both,1.0,3.0xATR,0.5,20.0,11,0.226,False,,,,,,,
1d,both,1.0,3.0xATR,2.0,0.0,20,1.03,False,,,,,,,
1d,both,1.0,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,
1d,both,1.0,3.0xATR,2.0,20.0,9,0.226,False,,,,,,,
1d,both,1.0,3.0%,0.5,0.0,38,1.386,False,,,,,,,
1d,both,1.0,3.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,1.0,3.0%,0.5,20.0,15,0.822,False,,,,,,,
1d,both,1.0,3.0%,2.0,0.0,36,1.387,False,,,,,,,
1d,both,1.0,3.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,1.0,3.0%,2.0,20.0,13,0.826,False,,,,,,,
1d,both,1.0,5.0%,0.5,0.0,33,1.305,False,,,,,,,
1d,both,1.0,5.0%,0.5,10.0,4,0.0,False,,,,,,,
1d,both,1.0,5.0%,0.5,20.0,15,0.504,False,,,,,,,
1d,both,1.0,5.0%,2.0,0.0,31,1.306,False,,,,,,,
1d,both,1.0,5.0%,2.0,10.0,2,0.0,False,,,,,,,
1d,both,1.0,5.0%,2.0,20.0,13,0.506,False,,,,,,,
