tf,dir,retrace,stop,sep_min,sep_max,is_trades,is_pf,passed_is,oos_fwd_pf,oos_fwd_trades,oos_back_pf,oos_back_trades,pf_wo_best,top1_share,worst_trade_pct,oos_pf,oos_trades
4h,both,1.0,3.0%,2.0,20.0,174,0.976,False,,,,,,,,0.747,161
4h,both,1.0,5.0%,0.5,0.0,184,0.871,False,,,,,,,,0.735,180
4h,both,1.0,5.0%,0.5,10.0,113,0.856,False,,,,,,,,0.866,161
4h,both,1.0,5.0%,0.5,20.0,167,0.877,False,,,,,,,,0.793,175
4h,both,1.0,5.0%,2.0,0.0,158,0.878,False,,,,,,,,0.794,126
4h,both,1.0,5.0%,2.0,10.0,87,0.871,False,,,,,,,,0.983,106
4h,both,1.0,5.0%,2.0,20.0,141,0.885,False,,,,,,,,0.868,121
1d,long only,0.25,1.0xATR,0.5,0.0,13,1.676,False,,,,,,,,0.838,31
1d,long only,0.25,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,,1.847,11
1d,long only,0.25,1.0xATR,0.5,20.0,7,0.84,False,,,,,,,,2.616,18
1d,long only,0.25,1.0xATR,2.0,0.0,12,1.684,False,,,,,,,,0.838,31
1d,long only,0.25,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,,1.847,11
1d,long only,0.25,1.0xATR,2.0,20.0,6,0.849,False,,,,,,,,2.616,18
1d,long only,0.25,2.0xATR,0.5,0.0,12,1.038,False,,,,,,,,0.87,23
1d,long only,0.25,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,,88.001,10
1d,long only,0.25,2.0xATR,0.5,20.0,6,0.708,False,,,,,,,,259.455,14
1d,long only,0.25,2.0xATR,2.0,0.0,11,1.041,False,,,,,,,,0.87,23
1d,long only,0.25,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,,88.001,10
1d,long only,0.25,2.0xATR,2.0,20.0,5,0.714,False,,,,,,,,259.455,14
1d,long only,0.25,3.0xATR,0.5,0.0,10,1.04,False,,,,,,,,1.349,20
1d,long only,0.25,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,,88.001,10
1d,long only,0.25,3.0xATR,0.5,20.0,5,0.68,False,,,,,,,,259.455,14
1d,long only,0.25,3.0xATR,2.0,0.0,9,1.043,False,,,,,,,,1.349,20
1d,long only,0.25,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,,88.001,10
1d,long only,0.25,3.0xATR,2.0,20.0,4,0.686,False,,,,,,,,259.455,14
1d,long only,0.25,3.0%,0.5,0.0,15,1.367,False,,,,,,,,1.218,31
1d,long only,0.25,3.0%,0.5,10.0,2,0.0,False,,,,,,,,2.446,11
1d,long only,0.25,3.0%,0.5,20.0,8,0.42,False,,,,,,,,2.743,18
1d,long only,0.25,3.0%,2.0,0.0,14,1.372,False,,,,,,,,1.218,31
1d,long only,0.25,3.0%,2.0,10.0,1,0.0,False,,,,,,,,2.446,11
1d,long only,0.25,3.0%,2.0,20.0,7,0.422,False,,,,,,,,2.743,18
1d,long only,0.25,5.0%,0.5,0.0,14,1.193,False,,,,,,,,0.924,27
1d,long only,0.25,5.0%,0.5,10.0,2,0.0,False,,,,,,,,1.504,11
1d,long only,0.25,5.0%,0.5,20.0,8,0.451,False,,,,,,,,4.396,15
1d,long only,0.25,5.0%,2.0,0.0,13,1.197,False,,,,,,,,0.924,27
1d,long only,0.25,5.0%,2.0,10.0,1,0.0,False,,,,,,,,1.504,11
1d,long only,0.25,5.0%,2.0,20.0,7,0.453,False,,,,,,,,4.396,15
1d,long only,0.5,1.0xATR,0.5,0.0,13,2.286,False,,,,,,,,0.545,28
1d,long only,0.5,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,,1.215,10
1d,long only,0.5,1.0xATR,0.5,20.0,7,0.775,False,,,,,,,,0.873,15
1d,long only,0.5,1.0xATR,2.0,0.0,12,2.295,False,,,,,,,,0.545,28
1d,long only,0.5,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,,1.215,10
1d,long only,0.5,1.0xATR,2.0,20.0,6,0.78,False,,,,,,,,0.873,15
1d,long only,0.5,2.0xATR,0.5,0.0,12,1.361,False,,,,,,,,0.441,20
1d,long only,0.5,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,,1.983,8
1d,long only,0.5,2.0xATR,0.5,20.0,6,0.536,False,,,,,,,,0.85,11
1d,long only,0.5,2.0xATR,2.0,0.0,11,1.364,False,,,,,,,,0.441,20
1d,long only,0.5,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,,1.983,8
1d,long only,0.5,2.0xATR,2.0,20.0,5,0.539,False,,,,,,,,0.85,11
1d,long only,0.5,3.0xATR,0.5,0.0,10,1.266,False,,,,,,,,0.445,16
1d,long only,0.5,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,,1.337,8
1d,long only,0.5,3.0xATR,0.5,20.0,5,0.431,False,,,,,,,,0.57,11
1d,long only,0.5,3.0xATR,2.0,0.0,9,1.269,False,,,,,,,,0.445,16
1d,long only,0.5,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,,1.337,8
1d,long only,0.5,3.0xATR,2.0,20.0,4,0.433,False,,,,,,,,0.57,11
1d,long only,0.5,3.0%,0.5,0.0,15,2.473,False,,,,,,,,0.712,29
1d,long only,0.5,3.0%,0.5,10.0,2,0.0,False,,,,,,,,1.245,10
1d,long only,0.5,3.0%,0.5,20.0,8,0.85,False,,,,,,,,0.818,16
1d,long only,0.5,3.0%,2.0,0.0,14,2.482,False,,,,,,,,0.712,29
1d,long only,0.5,3.0%,2.0,10.0,1,0.0,False,,,,,,,,1.245,10
1d,long only,0.5,3.0%,2.0,20.0,7,0.855,False,,,,,,,,0.818,16
1d,long only,0.5,5.0%,0.5,0.0,14,1.716,False,,,,,,,,0.562,24
1d,long only,0.5,5.0%,0.5,10.0,2,0.0,False,,,,,,,,1.102,9
1d,long only,0.5,5.0%,0.5,20.0,8,0.52,False,,,,,,,,0.905,12
1d,long only,0.5,5.0%,2.0,0.0,13,1.72,False,,,,,,,,0.562,24
1d,long only,0.5,5.0%,2.0,10.0,1,0.0,False,,,,,,,,1.102,9
1d,long only,0.5,5.0%,2.0,20.0,7,0.522,False,,,,,,,,0.905,12
1d,long only,0.75,1.0xATR,0.5,0.0,13,3.389,False,,,,,,,,0.746,27
1d,long only,0.75,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,,1.634,9
1d,long only,0.75,1.0xATR,0.5,20.0,7,1.159,False,,,,,,,,1.233,14
1d,long only,0.75,1.0xATR,2.0,0.0,12,3.402,False,,,,,,,,0.746,27
1d,long only,0.75,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,,1.634,9
1d,long only,0.75,1.0xATR,2.0,20.0,6,1.167,False,,,,,,,,1.233,14
1d,long only,0.75,2.0xATR,0.5,0.0,12,2.018,False,,,,,,,,0.6,19
1d,long only,0.75,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,,2.652,7
1d,long only,0.75,2.0xATR,0.5,20.0,6,0.803,False,,,,,,,,1.194,10
1d,long only,0.75,2.0xATR,2.0,0.0,11,2.022,False,,,,,,,,0.6,19
1d,long only,0.75,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,,2.652,7
1d,long only,0.75,2.0xATR,2.0,20.0,5,0.806,False,,,,,,,,1.194,10
1d,long only,0.75,3.0xATR,0.5,0.0,10,1.88,False,,,,,,,,0.61,15
1d,long only,0.75,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,,1.788,7
1d,long only,0.75,3.0xATR,0.5,20.0,5,0.646,False,,,,,,,,0.801,10
1d,long only,0.75,3.0xATR,2.0,0.0,9,1.884,False,,,,,,,,0.61,15
1d,long only,0.75,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,,1.788,7
1d,long only,0.75,3.0xATR,2.0,20.0,4,0.648,False,,,,,,,,0.801,10
1d,long only,0.75,3.0%,0.5,0.0,15,3.673,False,,,,,,,,0.974,28
1d,long only,0.75,3.0%,0.5,10.0,2,0.0,False,,,,,,,,1.674,9
1d,long only,0.75,3.0%,0.5,20.0,8,1.281,False,,,,,,,,1.155,15
1d,long only,0.75,3.0%,2.0,0.0,14,3.687,False,,,,,,,,0.974,28
1d,long only,0.75,3.0%,2.0,10.0,1,0.0,False,,,,,,,,1.674,9
1d,long only,0.75,3.0%,2.0,20.0,7,1.289,False,,,,,,,,1.155,15
1d,long only,0.75,5.0%,0.5,0.0,14,2.549,False,,,,,,,,0.766,23
1d,long only,0.75,5.0%,0.5,10.0,2,0.0,False,,,,,,,,1.477,8
1d,long only,0.75,5.0%,0.5,20.0,8,0.784,False,,,,,,,,1.271,11
1d,long only,0.75,5.0%,2.0,0.0,13,2.555,False,,,,,,,,0.766,23
1d,long only,0.75,5.0%,2.0,10.0,1,0.0,False,,,,,,,,1.477,8
1d,long only,0.75,5.0%,2.0,20.0,7,0.787,False,,,,,,,,1.271,11
1d,long only,1.0,1.0xATR,0.5,0.0,13,2.41,False,,,,,,,,0.46,26
1d,long only,1.0,1.0xATR,0.5,10.0,2,0.0,False,,,,,,,,2.196,9
1d,long only,1.0,1.0xATR,0.5,20.0,7,0.583,False,,,,,,,,1.65,14
1d,long only,1.0,1.0xATR,2.0,0.0,12,2.416,False,,,,,,,,0.46,26
1d,long only,1.0,1.0xATR,2.0,10.0,1,0.0,False,,,,,,,,2.196,9
1d,long only,1.0,1.0xATR,2.0,20.0,6,0.586,False,,,,,,,,1.65,14
1d,long only,1.0,2.0xATR,0.5,0.0,11,1.638,False,,,,,,,,0.34,18
1d,long only,1.0,2.0xATR,0.5,10.0,2,0.0,False,,,,,,,,3.565,7
1d,long only,1.0,2.0xATR,0.5,20.0,6,0.364,False,,,,,,,,1.598,10
1d,long only,1.0,2.0xATR,2.0,0.0,10,1.641,False,,,,,,,,0.34,18
1d,long only,1.0,2.0xATR,2.0,10.0,1,0.0,False,,,,,,,,3.565,7
1d,long only,1.0,2.0xATR,2.0,20.0,5,0.365,False,,,,,,,,1.598,10
1d,long only,1.0,3.0xATR,0.5,0.0,9,1.331,False,,,,,,,,0.356,14
1d,long only,1.0,3.0xATR,0.5,10.0,2,0.0,False,,,,,,,,2.404,7
1d,long only,1.0,3.0xATR,0.5,20.0,5,0.273,False,,,,,,,,1.072,10
1d,long only,1.0,3.0xATR,2.0,0.0,8,1.334,False,,,,,,,,0.356,14
1d,long only,1.0,3.0xATR,2.0,10.0,1,0.0,False,,,,,,,,2.404,7
1d,long only,1.0,3.0xATR,2.0,20.0,4,0.274,False,,,,,,,,1.072,10
1d,long only,1.0,3.0%,0.5,0.0,15,2.964,False,,,,,,,,0.619,27
1d,long only,1.0,3.0%,0.5,10.0,2,0.0,False,,,,,,,,2.25,9
1d,long only,1.0,3.0%,0.5,20.0,8,0.858,False,,,,,,,,1.546,15
1d,long only,1.0,3.0%,2.0,0.0,14,2.973,False,,,,,,,,0.619,27
1d,long only,1.0,3.0%,2.0,10.0,1,0.0,False,,,,,,,,2.25,9
1d,long only,1.0,3.0%,2.0,20.0,7,0.862,False,,,,,,,,1.546,15
1d,long only,1.0,5.0%,0.5,0.0,14,1.995,False,,,,,,,,0.455,22
1d,long only,1.0,5.0%,0.5,10.0,2,0.0,False,,,,,,,,1.985,8
1d,long only,1.0,5.0%,0.5,20.0,8,0.524,False,,,,,,,,1.702,11
1d,long only,1.0,5.0%,2.0,0.0,13,1.999,False,,,,,,,,0.455,22
1d,long only,1.0,5.0%,2.0,10.0,1,0.0,False,,,,,,,,1.985,8
1d,long only,1.0,5.0%,2.0,20.0,7,0.526,False,,,,,,,,1.702,11
1d,both,0.25,1.0xATR,0.5,0.0,36,2.195,False,,,,,,,,1.294,53
1d,both,0.25,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.84,20
1d,both,0.25,1.0xATR,0.5,20.0,15,1.428,False,,,,,,,,2.516,31
1d,both,0.25,1.0xATR,2.0,0.0,34,2.2,False,,,,,,,,1.294,53
1d,both,0.25,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.84,20
1d,both,0.25,1.0xATR,2.0,20.0,13,1.441,False,,,,,,,,2.516,31
1d,both,0.25,2.0xATR,0.5,0.0,33,1.863,False,,,,,,,,1.254,42
1d,both,0.25,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,,3.611,19
1d,both,0.25,2.0xATR,0.5,20.0,13,1.748,False,,,,,,,,8.242,26
1d,both,0.25,2.0xATR,2.0,0.0,31,1.866,False,,,,,,,,1.254,42
1d,both,0.25,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,,3.611,19
1d,both,0.25,2.0xATR,2.0,20.0,11,1.766,False,,,,,,,,8.242,26
1d,both,0.25,3.0xATR,0.5,0.0,28,2.094,False,,,,,,,,1.384,39
1d,both,0.25,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,,2.446,19
1d,both,0.25,3.0xATR,0.5,20.0,12,1.681,False,,,,,,,,5.583,26
1d,both,0.25,3.0xATR,2.0,0.0,26,2.099,False,,,,,,,,1.384,39
1d,both,0.25,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,,2.446,19
1d,both,0.25,3.0xATR,2.0,20.0,10,1.698,False,,,,,,,,5.583,26
1d,both,0.25,3.0%,0.5,0.0,41,1.644,True,1.448,54.0,0.186,37.0,1.464,5.3,-3.18,1.448,54
1d,both,0.25,3.0%,0.5,10.0,4,0.0,False,,,,,,,,1.802,20
1d,both,0.25,3.0%,0.5,20.0,16,0.739,False,,,,,,,,2.355,31
1d,both,0.25,3.0%,2.0,0.0,39,1.647,False,,,,,,,,1.448,54
1d,both,0.25,3.0%,2.0,10.0,2,0.0,False,,,,,,,,1.802,20
1d,both,0.25,3.0%,2.0,20.0,14,0.743,False,,,,,,,,2.355,31
1d,both,0.25,5.0%,0.5,0.0,38,1.871,False,,,,,,,,1.418,48
1d,both,0.25,5.0%,0.5,10.0,4,0.0,False,,,,,,,,1.794,20
1d,both,0.25,5.0%,0.5,20.0,16,0.834,False,,,,,,,,4.083,27
1d,both,0.25,5.0%,2.0,0.0,36,1.874,False,,,,,,,,1.418,48
1d,both,0.25,5.0%,2.0,10.0,2,0.0,False,,,,,,,,1.794,20
1d,both,0.25,5.0%,2.0,20.0,14,0.838,False,,,,,,,,4.083,27
1d,both,0.5,1.0xATR,0.5,0.0,32,1.26,False,,,,,,,,0.889,49
1d,both,0.5,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.359,18
1d,both,0.5,1.0xATR,0.5,20.0,14,0.442,False,,,,,,,,1.5,27
1d,both,0.5,1.0xATR,2.0,0.0,30,1.262,False,,,,,,,,0.889,49
1d,both,0.5,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.359,18
1d,both,0.5,1.0xATR,2.0,20.0,12,0.443,False,,,,,,,,1.5,27
1d,both,0.5,2.0xATR,0.5,0.0,29,1.022,False,,,,,,,,0.795,35
1d,both,0.5,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.718,16
1d,both,0.5,2.0xATR,0.5,20.0,12,0.288,False,,,,,,,,1.402,21
1d,both,0.5,2.0xATR,2.0,0.0,27,1.023,False,,,,,,,,0.795,35
1d,both,0.5,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.718,16
1d,both,0.5,2.0xATR,2.0,20.0,10,0.288,False,,,,,,,,1.402,21
1d,both,0.5,3.0xATR,0.5,0.0,25,0.992,False,,,,,,,,0.74,31
1d,both,0.5,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.156,16
1d,both,0.5,3.0xATR,0.5,20.0,11,0.206,False,,,,,,,,0.941,21
1d,both,0.5,3.0xATR,2.0,0.0,23,0.993,False,,,,,,,,0.74,31
1d,both,0.5,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.156,16
1d,both,0.5,3.0xATR,2.0,20.0,9,0.206,False,,,,,,,,0.941,21
1d,both,0.5,3.0%,0.5,0.0,38,1.578,False,,,,,,,,0.949,50
1d,both,0.5,3.0%,0.5,10.0,4,0.0,False,,,,,,,,1.199,18
1d,both,0.5,3.0%,0.5,20.0,15,0.644,False,,,,,,,,1.322,28
1d,both,0.5,3.0%,2.0,0.0,36,1.581,False,,,,,,,,0.949,50
1d,both,0.5,3.0%,2.0,10.0,2,0.0,False,,,,,,,,1.199,18
1d,both,0.5,3.0%,2.0,20.0,13,0.646,False,,,,,,,,1.322,28
1d,both,0.5,5.0%,0.5,0.0,34,1.368,False,,,,,,,,0.849,43
1d,both,0.5,5.0%,0.5,10.0,4,0.0,False,,,,,,,,1.24,17
1d,both,0.5,5.0%,0.5,20.0,15,0.395,False,,,,,,,,1.459,22
1d,both,0.5,5.0%,2.0,0.0,32,1.37,False,,,,,,,,0.849,43
1d,both,0.5,5.0%,2.0,10.0,2,0.0,False,,,,,,,,1.24,17
1d,both,0.5,5.0%,2.0,20.0,13,0.396,False,,,,,,,,1.459,22
1d,both,0.75,1.0xATR,0.5,0.0,31,1.374,False,,,,,,,,0.885,46
1d,both,0.75,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.167,16
1d,both,0.75,1.0xATR,0.5,20.0,14,0.663,False,,,,,,,,1.484,24
1d,both,0.75,1.0xATR,2.0,0.0,29,1.376,False,,,,,,,,0.885,46
1d,both,0.75,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.167,16
1d,both,0.75,1.0xATR,2.0,20.0,12,0.665,False,,,,,,,,1.484,24
1d,both,0.75,2.0xATR,0.5,0.0,28,1.139,False,,,,,,,,0.826,32
1d,both,0.75,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.748,13
1d,both,0.75,2.0xATR,0.5,20.0,12,0.432,False,,,,,,,,1.726,18
1d,both,0.75,2.0xATR,2.0,0.0,26,1.14,False,,,,,,,,0.826,32
1d,both,0.75,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.748,13
1d,both,0.75,2.0xATR,2.0,20.0,10,0.433,False,,,,,,,,1.726,18
1d,both,0.75,3.0xATR,0.5,0.0,23,1.233,False,,,,,,,,0.816,27
1d,both,0.75,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.176,13
1d,both,0.75,3.0xATR,0.5,20.0,11,0.309,False,,,,,,,,1.158,18
1d,both,0.75,3.0xATR,2.0,0.0,21,1.234,False,,,,,,,,0.816,27
1d,both,0.75,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.176,13
1d,both,0.75,3.0xATR,2.0,20.0,9,0.309,False,,,,,,,,1.158,18
1d,both,0.75,3.0%,0.5,0.0,38,1.382,False,,,,,,,,1.118,47
1d,both,0.75,3.0%,0.5,10.0,4,0.0,False,,,,,,,,1.038,16
1d,both,0.75,3.0%,0.5,20.0,15,0.971,False,,,,,,,,1.336,25
1d,both,0.75,3.0%,2.0,0.0,36,1.384,False,,,,,,,,1.118,47
1d,both,0.75,3.0%,2.0,10.0,2,0.0,False,,,,,,,,1.038,16
1d,both,0.75,3.0%,2.0,20.0,13,0.975,False,,,,,,,,1.336,25
1d,both,0.75,5.0%,0.5,0.0,33,1.504,False,,,,,,,,0.898,41
1d,both,0.75,5.0%,0.5,10.0,4,0.0,False,,,,,,,,1.061,15
1d,both,0.75,5.0%,0.5,20.0,15,0.596,False,,,,,,,,1.574,20
1d,both,0.75,5.0%,2.0,0.0,31,1.506,False,,,,,,,,0.898,41
1d,both,0.75,5.0%,2.0,10.0,2,0.0,False,,,,,,,,1.061,15
1d,both,0.75,5.0%,2.0,20.0,13,0.597,False,,,,,,,,1.574,20
1d,both,1.0,1.0xATR,0.5,0.0,31,1.208,False,,,,,,,,0.658,45
1d,both,1.0,1.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.558,16
1d,both,1.0,1.0xATR,0.5,20.0,14,0.51,False,,,,,,,,1.943,24
1d,both,1.0,1.0xATR,2.0,0.0,29,1.209,False,,,,,,,,0.658,45
1d,both,1.0,1.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.558,16
1d,both,1.0,1.0xATR,2.0,20.0,12,0.511,False,,,,,,,,1.943,24
1d,both,1.0,2.0xATR,0.5,0.0,27,1.068,False,,,,,,,,0.594,31
1d,both,1.0,2.0xATR,0.5,10.0,4,0.0,False,,,,,,,,2.336,13
1d,both,1.0,2.0xATR,0.5,20.0,12,0.319,False,,,,,,,,2.262,18
1d,both,1.0,2.0xATR,2.0,0.0,25,1.069,False,,,,,,,,0.594,31
1d,both,1.0,2.0xATR,2.0,10.0,2,0.0,False,,,,,,,,2.336,13
1d,both,1.0,2.0xATR,2.0,20.0,10,0.32,False,,,,,,,,2.262,18
1d,both,1.0,3.0xATR,0.5,0.0,22,1.029,False,,,,,,,,0.565,26
1d,both,1.0,3.0xATR,0.5,10.0,4,0.0,False,,,,,,,,1.571,13
1d,both,1.0,3.0xATR,0.5,20.0,11,0.226,False,,,,,,,,1.517,18
1d,both,1.0,3.0xATR,2.0,0.0,20,1.03,False,,,,,,,,0.565,26
1d,both,1.0,3.0xATR,2.0,10.0,2,0.0,False,,,,,,,,1.571,13
1d,both,1.0,3.0xATR,2.0,20.0,9,0.226,False,,,,,,,,1.517,18
1d,both,1.0,3.0%,0.5,0.0,38,1.386,False,,,,,,,,0.848,46
1d,both,1.0,3.0%,0.5,10.0,4,0.0,False,,,,,,,,1.385,16
1d,both,1.0,3.0%,0.5,20.0,15,0.822,False,,,,,,,,1.749,25
1d,both,1.0,3.0%,2.0,0.0,36,1.387,False,,,,,,,,0.848,46
1d,both,1.0,3.0%,2.0,10.0,2,0.0,False,,,,,,,,1.385,16
1d,both,1.0,3.0%,2.0,20.0,13,0.826,False,,,,,,,,1.749,25
1d,both,1.0,5.0%,0.5,0.0,33,1.305,False,,,,,,,,0.678,40
1d,both,1.0,5.0%,0.5,10.0,4,0.0,False,,,,,,,,1.418,15
1d,both,1.0,5.0%,0.5,20.0,15,0.504,False,,,,,,,,2.064,20
1d,both,1.0,5.0%,2.0,0.0,31,1.306,False,,,,,,,,0.678,40
1d,both,1.0,5.0%,2.0,10.0,2,0.0,False,,,,,,,,1.418,15
1d,both,1.0,5.0%,2.0,20.0,13,0.506,False,,,,,,,,2.064,20
